"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"10783","2015","103","","6","98","11","13"
"10784","2015","5","","","2","3","13"
"10785","2015","102","1","2","52","53","13"
"10790","2015","39","","1","15","25","13"
"10835","2015","142","","21","94","69","13"
"10836","2015","153","","10","77","86","13"
"10837","2015","59","","26","45","40","13"
"10838","2015","107","","6","51","62","13"
"10839","2015","89","","19","50","58","13"
"10842","2015","42","","10","25","27","13"
"10844","2015","46","","14","32","28","13"
"10846","2015","14","","3","8","9","13"
"10848","2015","4","","2","2","4","13"
"10852","2015","3","","","1","2","13"
"10854","2015","124","","12","79","57","13"
"10858","2015","","","1","1","","13"
"10861","2015","43","","2","23","22","13"
"10862","2015","22","","4","15","11","13"
"10864","2015","1","","3","1","3","13"
"10865","2015","4","","1","2","3","13"
"10868","2015","1","","2","1","2","13"
"10870","2015","","","1","1","","13"
"10871","2015","24","","2","10","16","13"
"10873","2015","70","","7","42","35","13"
"10877","2015","1","","3","3","1","13"
"10878","2015","11","","1","4","8","13"
"10879","2015","7","","","4","3","13"
"10897","2015","1","","","","1","15"
"11033","2015","27","","6","16","17","3"
"11130","2015","142","","9","79","72","4"
"11177","2015","226","","51","157","120","5"
"11206","2015","1","","","1","","5"
"11209","2015","92","3","25","71","49","5"
"11248","2015","53","","4","35","22","6"
"11261","2015","190","","23","101","112","6"
"11277","2015","87","","37","65","59","6"
"11283","2015","21","","","10","11","6"
"11323","2015","252","","21","132","141","7"
"11333","2015","22","","","15","7","7"
"11339","2015","227","","20","134","113","7"
"11342","2015","138","","9","75","72","7"
"11347","2015","19","","2","9","12","7"
"11395","2015","4","","","2","2","8"
"11398","2015","69","","3","34","38","8"
"11399","2015","4","","","3","1","8"
"11405","2015","142","","99","95","146","8"
"11430","2015","112","","9","57","64","8"
"11548","2015","67","3","52","50","72","10"
"11576","2015","3","","","2","1","10"
"11594","2015","81","","2","42","41","10"
"11677","2015","165","","13","85","93","8"
"11687","2015","41","","","24","17","12"
"11704","2015","103","","27","64","66","8"
"11711","2015","550","","73","314","309","8"
"11837","2015","132","","31","98","65","13"
"11838","2015","2","","","2","","13"
"11854","2015","","","3","","3","13"
"11855","2015","77","","6","36","47","13"
"11886","2015","13","","1","10","4","13"
"11942","2015","116","","30","67","79","13"
"11950","2015","2","","","1","1","13"
"11965","2015","82","","48","59","71","13"
"12001","2015","206","","","112","94","8"
"12018","2015","","","1","","1","8"
"12020","2015","334","","35","168","201","8"
"12031","2015","1","","","1","","8"
"12032","2015","62","","33","51","44","8"
"12046","2015","13","","3","10","6","8"
"12113","2015","5","","11","6","10","13"
"12153","2015","9","","3","","12","5"
"12161","2015","98","3","28","79","50","5"
"12171","2015","104","","16","52","68","5"
"12185","2015","81","","2","47","36","14"
"12244","2015","77","","16","39","54","13"
"12249","2015","1","","","","1","13"
"12251","2015","265","","179","238","206","13"
"12255","2015","193","","22","121","94","13"
"12302","2015","6","","7","7","6","5"
"12312","2015","92","","12","62","42","5"
"12314","2015","144","","10","79","75","5"
"12323","2015","19","","7","9","17","5"
"12366","2015","1","","1","","2","9"
"12538","2015","52","","1","27","26","1"
"12562","2015","5","","","3","2","1"
"12588","2015","10","","1","5","6","1"
"12602","2015","24","","4","17","11","1"
"12617","2015","68","","10","42","36","1"
"12623","2015","26","","24","31","19","1"
"12632","2015","56","","4","29","31","1"
"12634","2015","30","","17","23","24","1"
"12739","2015","60","","14","25","49","1"
"12872","2015","24","","7","11","20","2"
"12934","2015","23","","","8","15","2"
"12941","2015","363","","88","227","224","2"
"12942","2015","111","","","64","47","2"
"12968","2015","5","","","3","2","2"
"13134","2015","20","","2","12","10","3"
"13135","2015","92","","13","61","44","3"
"13181","2015","72","","3","39","36","3"
"13362","2015","2","","","2","","4"
"13412","2015","18","","2","11","9","4"
"13423","2015","25","","5","16","14","4"
"13427","2015","98","","","53","45","4"
"13428","2015","33","","5","18","20","4"
"13462","2015","54","","13","43","24","4"
"13463","2015","393","","37","222","208","4"
"13494","2015","99","","","44","55","4"
"13515","2015","32","","","16","16","4"
"13542","2015","73","","17","53","37","4"
"13545","2015","69","","1","28","42","4"
"13563","2015","71","","1","36","36","4"
"13579","2015","5","","","3","2","4"
"14202","2015","","","1","1","","5"
"14213","2015","104","","2","47","59","5"
"14271","2015","38","","52","40","50","5"
"14351","2015","109","","14","71","52","5"
"14381","2015","150","","17","102","65","5"
"14395","2015","221","","9","133","97","5"
"14396","2015","57","","7","31","33","5"
"14397","2015","1","","3","2","2","5"
"14414","2015","154","","12","75","91","5"
"14479","2015","127","","35","81","81","5"
"14507","2015","94","","7","39","62","5"
"14511","2015","162","","27","99","90","5"
"14514","2015","593","","110","370","333","5"
"14517","2015","24","","1","12","13","5"
"14526","2015","207","","5","105","107","5"
"14546","2015","20","","7","11","16","5"
"14643","2015","121","","23","72","72","5"
"14671","2015","320","","35","206","149","5"
"14724","2015","","","2","1","1","5"
"14778","2015","114","2","29","77","68","5"
"14805","2015","3","","","2","1","5"
"14820","2015","42","","7","21","28","5"
"14845","2015","25","","8","23","10","5"
"14863","2015","22","","","13","9","5"
"14899","2015","15","","","4","11","5"
"14931","2015","63","","6","25","44","5"
"15501","2015","117","","18","83","52","6"
"15522","2015","67","","2","33","36","6"
"15570","2015","232","","18","129","121","6"
"15596","2015","162","","3","74","91","6"
"15608","2015","86","1","6","50","43","6"
"15624","2015","243","","","122","121","6"
"15664","2015","350","","30","260","120","6"
"15683","2015","39","","8","37","10","6"
"15687","2015","15","","","9","6","6"
"15770","2015","94","","5","53","46","6"
"15812","2015","253","","65","167","151","6"
"16428","2015","204","","10","96","118","7"
"16455","2015","79","","6","38","47","7"
"16468","2015","46","1","8","29","26","7"
"16469","2015","15","","","10","5","7"
"16564","2015","166","","","84","82","7"
"16569","2015","93","","","54","39","7"
"16580","2015","274","","41","161","154","7"
"16583","2015","78","","1","36","43","7"
"16624","2015","42","","8","28","22","7"
"16645","2015","51","","2","25","28","7"
"16690","2015","87","","10","45","52","7"
"16695","2015","103","","1","50","54","7"
"16747","2015","9","","","5","4","7"
"16895","2015","95","","7","55","47","12"
"17709","2015","59","2","15","41","35","8"
"17710","2015","3","","","","3","8"
"17711","2015","8","","","5","3","8"
"17723","2015","87","","","44","43","8"
"17737","2015","100","","2","53","49","8"
"17741","2015","30","1","2","15","18","8"
"17751","2015","68","","5","50","23","8"
"17766","2015","82","","5","45","42","8"
"17778","2015","59","","4","36","27","8"
"17782","2015","105","","9","59","55","8"
"17787","2015","185","","","94","91","8"
"17813","2015","206","","38","132","112","8"
"17814","2015","154","","20","87","87","8"
"17848","2015","93","1","2","44","52","8"
"17874","2015","40","","1","21","20","8"
"17897","2015","75","","","40","35","8"
"17898","2015","123","","5","65","63","8"
"17916","2015","127","","1","56","72","8"
"17924","2015","74","","10","42","42","8"
"17930","2015","51","","","27","24","8"
"18006","2015","90","","13","49","54","8"
"18012","2015","159","","2","82","79","8"
"18014","2015","213","","","110","103","8"
"18017","2015","30","","6","23","13","8"
"18040","2015","18","","","7","11","8"
"18108","2015","1","","","1","","8"
"18112","2015","63","","1","33","31","8"
"18139","2015","23","","2","6","19","8"
"18156","2015","10","","","5","5","8"
"18191","2015","2","","","","2","8"
"18195","2015","12","","","4","8","8"
"18197","2015","33","","","14","19","8"
"18220","2015","106","","58","78","86","8"
"18243","2015","89","","3","49","43","8"
"19922","2015","58","","8","29","37","9"
"20033","2015","25","","","14","11","9"
"20087","2015","44","","3","21","26","9"
"20113","2015","52","","16","32","36","9"
"20121","2015","159","","11","80","90","9"
"20164","2015","26","","2","16","12","9"
"20200","2015","24","","","16","8","9"
"22009","2015","1","","","","1","10"
"22014","2015","114","1","2","42","75","14"
"22042","2015","19","","1","7","13","10"
"22092","2015","5","","","4","1","10"
"22095","2015","2","","","","2","14"
"22100","2015","5","","","2","3","10"
"22105","2015","255","","37","134","158","10"
"22125","2015","1","","4","4","1","14"
"22130","2015","32","","4","13","23","10"
"22134","2015","1","","","1","","14"
"22153","2015","6","","2","5","3","14"
"22175","2015","101","","6","51","56","10"
"22176","2015","6","","3","2","7","10"
"22191","2015","330","","22","189","163","10"
"22192","2015","311","","30","171","170","10"
"22226","2015","58","1","4","36","27","14"
"22229","2015","130","","12","67","75","10"
"22230","2015","118","","4","62","60","10"
"22234","2015","107","","3","56","54","10"
"22240","2015","33","","3","18","18","14"
"22260","2015","50","","3","26","27","10"
"22265","2015","41","","5","24","22","10"
"22275","2015","102","","9","57","54","14"
"22309","2015","240","","23","141","122","10"
"22310","2015","10","","","8","2","10"
"22319","2015","43","","10","15","38","14"
"22333","2015","157","","18","87","88","14"
"22339","2015","166","","16","88","94","14"
"22354","2015","146","","13","88","71","14"
"22358","2015","132","","","57","75","10"
"22374","2015","16","","1","4","13","14"
"22375","2015","36","","9","18","27","10"
"22380","2015","78","","1","45","34","10"
"22396","2015","13","","1","8","6","10"
"22403","2015","92","","10","58","44","10"
"22414","2015","320","","50","192","178","14"
"22417","2015","52","","21","32","41","10"
"22418","2015","17","","","10","7","10"
"22419","2015","189","","5","92","102","10"
"22420","2015","60","","16","36","40","10"
"22425","2015","8","","","4","4","10"
"22430","2015","177","","19","98","98","10"
"22434","2015","1","","","","1","10"
"22476","2015","112","","34","91","55","14"
"22483","2015","71","","2","44","29","14"
"22493","2015","181","","51","129","103","10"
"22496","2015","27","","1","18","10","14"
"22509","2015","164","","20","84","100","10"
"22519","2015","386","2","89","251","226","10"
"22532","2015","79","","16","44","51","14"
"22535","2015","265","","27","147","145","10"
"22539","2015","118","","5","59","64","10"
"22546","2015","111","1","27","57","82","10"
"22561","2015","146","","4","79","71","10"
"22588","2015","111","","7","53","65","14"
"22602","2015","138","","44","94","88","10"
"22620","2015","11","","2","8","5","10"
"22641","2015","112","","27","67","72","10"
"24216","2015","55","","54","59","50","11"
"24229","2015","144","1","52","97","100","11"
"24231","2015","103","9","44","89","67","11"
"24302","2015","55","","","37","18","12"
"24318","2015","374","","38","203","209","12"
"24401","2015","107","","5","60","52","13"
"24403","2015","206","","28","115","119","13"
"24407","2015","153","","8","85","76","13"
"24412","2015","299","2","130","188","243","13"
"24423","2015","186","","39","130","95","13"
"24438","2015","107","","2","63","46","13"
"24443","2015","75","","14","46","43","13"
"24445","2015","192","","68","127","133","13"
"24455","2015","50","","1","23","28","13"
"24622","2015","87","","5","38","54","13"
"24685","2015","448","","2","235","215","13"
"24689","2015","72","","10","44","38","13"
"24716","2015","174","","31","109","96","13"
"24722","2015","115","","5","57","63","13"
"24733","2015","493","","60","296","257","13"
"24759","2015","90","","14","54","50","13"
"24767","2015","154","","9","84","79","13"
"24789","2015","3","","1","3","1","13"
"24803","2015","12","","2","6","8","13"
"24822","2015","254","","59","134","179","13"
"24876","2015","287","","36","180","143","13"
"24878","2015","71","","","36","35","13"
"24883","2015","26","","3","13","16","13"
"24889","2015","329","","34","184","179","13"
"24892","2015","7","","1","6","2","13"
"24894","2015","35","","2","24","13","13"
"24930","2015","6","","5","8","3","13"
"24931","2015","33","","1","17","17","13"
"24945","2015","47","","5","29","23","13"
"24946","2015","639","","127","380","386","13"
"24956","2015","193","","36","","229","13"
"24963","2015","100","","21","65","56","13"
"24987","2015","81","","1","41","41","13"
"24997","2015","123","","3","72","54","13"
"25002","2015","97","","","49","48","13"
"25016","2015","246","","10","127","129","13"
"25028","2015","6","","2","2","6","13"
"25032","2015","13","","23","15","21","13"
"25039","2015","3","","10","9","4","13"
"25041","2015","154","","8","73","89","13"
"25042","2015","471","","65","277","259","13"
"25050","2015","81","","24","49","56","13"
"25059","2015","108","","7","49","66","13"
"25070","2015","192","","19","111","100","13"
"25114","2015","269","","70","177","162","13"
"25121","2015","246","","76","181","141","13"
"25157","2015","21","","4","11","14","13"
"25186","2015","46","1","6","30","23","13"
"25189","2015","26","","3","16","13","13"
"25218","2015","114","","7","67","54","13"
"25250","2015","419","","31","376","74","13"
"25255","2015","42","","43","56","29","13"
"25275","2015","4","","2","5","1","13"
"25314","2015","100","","12","61","51","13"
"25316","2015","1","","5","5","1","13"
"25324","2015","83","","13","42","54","13"
"25371","2015","32","","5","24","13","13"
"25396","2015","125","","9","81","53","13"
"25431","2015","136","","36","73","99","13"
"25475","2015","107","","1","55","53","13"
"25485","2015","16","","20","19","17","13"
"25492","2015","32","","3","20","15","13"
"25523","2015","164","1","2","86","81","13"
"25539","2015","","","1","1","","13"
"25562","2015","359","","49","213","195","13"
"25571","2015","166","1","2","84","85","13"
"25589","2015","2","","","1","1","13"
"25642","2015","5","","","3","2","13"
"25676","2015","126","","11","72","65","13"
"25698","2015","139","1","8","85","63","13"
"25711","2015","1","","1","2","","13"
"25770","2015","6","1","1","","8","13"
"25855","2015","128","","2","89","41","13"
"25901","2015","1","","2","3","","13"
"25914","2015","","","8","3","5","13"
"25916","2015","247","","25","142","130","13"
"25960","2015","91","","4","48","47","13"
